gameid	url	league	split	date	week	game	patchno	playerid	side	position	player	team	champion	ban1	ban2	ban3	ban4	ban5	gamelength	result	k	d	a	teamkills	teamdeaths	doubles	triples	quadras	pentas	fb	fbassist	fbvictim	fbtime	kpm	okpm	ckpm	fd	fdtime	teamdragkills	oppdragkills	elementals	oppelementals	firedrakes	waterdrakes	earthdrakes	airdrakes	elders	oppelders	herald	heraldtime	ft	fttime	firstmidouter	firsttothreetowers	teamtowerkills	opptowerkills	fbaron	fbarontime	teambaronkills	oppbaronkills	dmgtochamps	dmgtochampsperminute	dmgshare	earnedgoldshare	wards	wpm	wardshare	wardkills	wcpm	visionwards	visionwardbuys	visiblewardclearrate	invisiblewardclearrate	totalgold	earnedgpm	goldspent	gspd	minionkills	monsterkills	monsterkillsownjungle	monsterkillsenemyjungle	cspm	goldat10	oppgoldat10	gdat10	goldat15	oppgoldat15	gdat15	xpat10	oppxpat10	xpdat10	csat10	oppcsat10	csdat10	csat15	oppcsat15	csdat15
1032042	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1032042?gameHash=6703e5c872b5c308&tab=overview	CBLoL	2019-1	2019-01-19	2	1	9.01	10	Red	Support	Riyev	KaBuM e-Sports	Braum	Cassiopeia	Galio	Lucian	Fiora	Urgot	41.43333333	0	1	4	8	12	24	0	0	0	0	0	0	0	6.884183333	0.024135157	0	0.868865648	0	11.49268333	1	4	0	0	0	0	0	0	0	0	0		0	14.38883333	0	0	4	8	0	32.01356667	0	1	7248	174.9316171	0.074150613	0.170389003	59	1.423974256	0.355421687	12	0.289621883	12	14	 	 	12541	173.6273532	9750	0.088353414	84	0	0	0	2.027353178	2815	2519	296	4263	3796	467	2628	2771	-143	17	14	3	26	20	6
1032042	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1032042?gameHash=6703e5c872b5c308&tab=overview	CBLoL	2019-1	2019-01-19	2	1	9.01	100	Blue	Team	Team	Vivo Keyd	 	Sejuani	Irelia	Akali	Zoe	Ezreal	41.43333333	1	24	12	54	24	12	 	 	 	 	1	1	0	6.884183333	0.579243765	0.289621883	0.868865648	0	11.49268333	4	1	4	1	0	0	2	2	0	0	1	11.15078333	1	14.38883333	1	1	8	4	1	32.01356667	1	0	108112	2609.30008	 	 	124	2.992759453	1	65	1.568785197	44	47	0.596774194	0.2375	75779	1183.679807	66950	0.02625506	1022	217	135	15	29.90345937	16089	16478	-389	24929	24993	-64	18403	19136	-733	286	317	-31	481	520	-39
1032042	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1032042?gameHash=6703e5c872b5c308&tab=overview	CBLoL	2019-1	2019-01-19	2	1	9.01	200	Red	Team	Team	KaBuM e-Sports	 	Cassiopeia	Galio	Lucian	Fiora	Urgot	41.43333333	0	12	24	31	12	24	 	 	 	 	0	0	1	6.884183333	0.289621883	0.579243765	0.868865648	1	11.49268333	1	4	1	4	0	0	0	1	0	0	0	11.15078333	0	14.38883333	0	0	4	8	0	32.01356667	0	1	97747	2359.139179	 	 	166	4.006436042	1	55	1.327433628	54	58	0.557692308	0.361111111	68956	1019.005632	65215	-0.02625506	1024	252	187	17	30.79646018	16478	16089	389	24993	24929	64	19136	18403	733	317	286	31	520	481	39
1042195	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042195?gameHash=a135323ebec1fbab&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	1	Blue	Top	Fitz	Uppercut esports	Viktor	Morgana	Irelia	Galio	Jayce	Lissandra	31.13333333	1	4	0	6	16	6	1	0	0	0	0	0	0	3.246166667	0.128479657	0.032119914	0.706638116	0	11.2514	4	0	0	0	0	0	0	0	0	0	1		1	12.39053333	1	1	11	2	1	25.14188333	1	0	17878	574.2398287	0.265595056	0.245572834	12	0.385438972	0.130434783	4	0.128479657	2	2	 	 	14108	321.8955032	11800	0.114221725	277	13	9	0	9.314775161	3408	3194	214	5988	5422	566	4728	4637	91	87	88	-1	131	130	1
1042195	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042195?gameHash=a135323ebec1fbab&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	2	Blue	Jungle	LeChase	Uppercut esports	Zac	Morgana	Irelia	Galio	Jayce	Lissandra	31.13333333	1	3	0	10	16	6	1	0	0	0	0	1	0	3.246166667	0.096359743	0	0.706638116	1	11.2514	4	0	2	0	1	0	1	0	0	0	1		1	12.39053333	1	1	11	2	1	25.14188333	1	0	7597	244.0149893	0.112860814	0.190830544	15	0.481798715	0.163043478	11	0.353319058	10	10	 	 	11874	250.1396146	10250	0.188417401	27	152	95	8	5.749464668	3427	3093	334	5734	4432	1302	4058	3448	610	63	61	2	103	83	20
1042195	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042195?gameHash=a135323ebec1fbab&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	3	Blue	Middle	Anyyy	Uppercut esports	Urgot	Morgana	Irelia	Galio	Jayce	Lissandra	31.13333333	1	5	0	7	16	6	1	0	0	0	0	0	0	3.246166667	0.160599572	0.096359743	0.706638116	0	11.2514	4	0	0	0	0	0	0	0	0	0	1		1	12.39053333	1	1	11	2	1	25.14188333	1	0	17935	576.0706638	0.266441846	0.233467779	14	0.449678801	0.152173913	8	0.256959315	7	8	 	 	13614	306.0282655	11950	0.079617142	256	4	4	0	8.35117773	3485	3343	142	6326	4859	1467	4880	4806	74	98	92	6	146	133	13
1042195	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042195?gameHash=a135323ebec1fbab&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	4	Blue	ADC	Alternative	Uppercut esports	Kog'Maw	Morgana	Irelia	Galio	Jayce	Lissandra	31.13333333	1	2	3	10	16	6	0	0	0	0	0	1	0	3.246166667	0.064239829	0.032119914	0.706638116	0	11.2514	4	0	2	0	0	0	1	1	0	0	1		1	12.39053333	1	1	11	2	1	25.14188333	1	0	19260	618.6295503	0.286126008	0.198769891	13	0.417558887	0.141304348	3	0.096359743	4	5	 	 	12198	260.5464668	11275	0.102564103	205	32	20	0	7.6124197	3642	3348	294	5763	4860	903	3435	2901	534	87	73	14	115	115	0
1042195	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042195?gameHash=a135323ebec1fbab&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	5	Blue	Support	Damage	Uppercut esports	Thresh	Morgana	Irelia	Galio	Jayce	Lissandra	31.13333333	1	2	3	9	16	6	0	0	0	0	1	0	0	3.246166667	0.064239829	0.032119914	0.706638116	0	11.2514	4	0	0	0	0	0	0	0	0	0	1		1	12.39053333	1	1	11	2	1	25.14188333	1	0	4643	149.1327623	0.068976275	0.131358952	38	1.220556745	0.413043478	9	0.289079229	10	10	 	 	9447	172.1845824	7250	0.176360225	49	0	0	0	1.573875803	2862	2397	465	4486	3894	592	2492	2400	92	14	11	3	23	16	7
1042195	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042195?gameHash=a135323ebec1fbab&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	6	Red	Top	fNb	ProGaming Esports	Sion	Lucian	Aatrox	Cassiopeia	Tristana	Ezreal	31.13333333	0	1	2	3	6	16	0	0	0	0	0	0	0	3.246166667	0.032119914	0.128479657	0.706638116	0	11.2514	0	4	0	0	0	0	0	0	0	0	0		0	12.39053333	0	0	2	11	0	25.14188333	0	1	5313	170.6531049	0.144034484	0.225843662	13	0.417558887	0.135416667	4	0.128479657	3	3	 	 	10602	209.2830835	10525	-0.114221725	238	0	0	0	7.644539615	3194	3408	-214	5422	5988	-566	4637	4728	-91	88	87	1	130	131	-1
1042195	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042195?gameHash=a135323ebec1fbab&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	7	Red	Jungle	Leozuxo	ProGaming Esports	Sejuani	Lucian	Aatrox	Cassiopeia	Tristana	Ezreal	31.13333333	0	0	3	5	6	16	0	0	0	0	0	0	0	3.246166667	0	0.096359743	0.706638116	0	11.2514	0	4	0	2	0	0	0	0	0	0	0		0	12.39053333	0	0	2	11	0	25.14188333	0	1	5520	177.3019272	0.149646217	0.150974683	14	0.449678801	0.145833333	9	0.289079229	11	11	 	 	8442	139.9040685	8485	-0.188417401	22	126	88	16	4.753747323	3093	3427	-334	4432	5734	-1302	3448	4058	-610	61	63	-2	83	103	-20
1042195	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042195?gameHash=a135323ebec1fbab&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	8	Red	Middle	Lynkotiko	ProGaming Esports	Vladimir	Lucian	Aatrox	Cassiopeia	Tristana	Ezreal	31.13333333	0	3	3	0	6	16	1	0	0	0	0	0	0	3.246166667	0.096359743	0.160599572	0.706638116	0	11.2514	0	4	0	0	0	0	0	0	0	0	0		0	12.39053333	0	0	2	11	0	25.14188333	0	1	9062	291.0706638	0.245669206	0.245843385	12	0.385438972	0.125	8	0.256959315	6	6	 	 	11179	227.8162741	11035	-0.079617142	253	16	13	0	8.640256959	3343	3485	-142	4859	6326	-1467	4806	4880	-74	92	98	-6	133	146	-13
1042195	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042195?gameHash=a135323ebec1fbab&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	9	Red	ADC	Luskka	ProGaming Esports	Varus	Lucian	Aatrox	Cassiopeia	Tristana	Ezreal	31.13333333	0	1	2	4	6	16	0	0	0	0	0	0	0	3.246166667	0.032119914	0.064239829	0.706638116	0	11.2514	0	4	0	2	0	0	0	0	0	0	0		0	12.39053333	0	0	2	11	0	25.14188333	0	1	12442	399.6359743	0.337300404	0.250973297	14	0.449678801	0.145833333	1	0.032119914	6	7	 	 	11327	232.5700214	10175	-0.102564103	249	17	17	0	8.543897216	3348	3642	-294	4860	5763	-903	2901	3435	-534	73	87	-14	115	115	0
1042195	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042195?gameHash=a135323ebec1fbab&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	10	Red	Support	Wos	ProGaming Esports	Alistar	Lucian	Aatrox	Cassiopeia	Tristana	Ezreal	31.13333333	0	1	6	5	6	16	0	0	0	0	0	0	1	3.246166667	0.032119914	0.064239829	0.706638116	0	11.2514	0	4	0	0	0	0	0	0	0	0	0		0	12.39053333	0	0	2	11	0	25.14188333	0	1	4550	146.1456103	0.12334969	0.126364972	43	1.381156317	0.447916667	8	0.256959315	14	15	 	 	7732	117.0989293	6075	-0.176360225	46	0	0	0	1.47751606	2397	2862	-465	3894	4486	-592	2400	2492	-92	11	14	-3	16	23	-7
1042195	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042195?gameHash=a135323ebec1fbab&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	100	Blue	Team	Team	Uppercut esports	 	Morgana	Irelia	Galio	Jayce	Lissandra	31.13333333	1	16	6	42	16	6	 	 	 	 	1	1	0	3.246166667	0.51391863	0.192719486	0.706638116	1	11.2514	4	0	4	0	1	0	2	1	0	0	1	14.64536667	1	12.39053333	1	1	11	2	1	25.14188333	1	0	67313	2162.087794	 	 	92	2.95503212	1	35	1.124197002	33	35	0.604651163	0.169811321	61241	1310.794433	52525	0.126087836	814	201	128	8	32.60171306	16824	15375	1449	28297	23467	4830	19593	18192	1401	349	325	24	518	477	41
1042195	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042195?gameHash=a135323ebec1fbab&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	200	Red	Team	Team	ProGaming Esports	 	Lucian	Aatrox	Cassiopeia	Tristana	Ezreal	31.13333333	0	6	16	17	6	16	 	 	 	 	0	0	1	3.246166667	0.192719486	0.51391863	0.706638116	0	11.2514	0	4	0	4	0	0	0	0	0	0	0	14.64536667	0	12.39053333	0	0	2	11	0	25.14188333	0	1	36887	1184.807281	 	 	96	3.083511777	1	30	0.96359743	40	42	0.488372093	0.183673469	49282	926.6723769	46295	-0.126087836	808	159	118	16	31.05995717	15375	16824	-1449	23467	28297	-4830	18192	19593	-1401	325	349	-24	477	518	-41
1042202	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042202?gameHash=a3e5ecc19fd412c9&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	1	Blue	Top	Nyu	Redemption eSports	Rumble	Irelia	Akali	Aatrox	Kai'Sa	Sivir	43.48333333	0	2	3	8	13	21	0	0	0	0	0	0	0	8.904783333	0.045994634	0.045994634	0.781908777	0	5.565033333	1	6	0	0	0	0	0	0	0	0	0		0	14.84855	0	0	4	10	0	27.3903	0	2	24261	557.9379072	0.236063947	0.207384851	24	0.551935608	0.142011834	4	0.091989268	8	8	 	 	15146	219.5793024	15150	0.082474227	306	18	9	0	7.451130701	3331	3087	244	4987	5837	-850	4850	4758	92	93	80	13	127	131	-4
1042202	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042202?gameHash=a3e5ecc19fd412c9&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	2	Blue	Jungle	Zuao	Redemption eSports	Xin Zhao	Irelia	Akali	Aatrox	Kai'Sa	Sivir	43.48333333	0	2	5	8	13	21	0	0	0	0	0	0	0	8.904783333	0.045994634	0.137983902	0.781908777	0	5.565033333	1	6	1	5	0	0	1	0	0	1	0		0	14.84855	0	0	4	10	0	27.3903	0	2	13480	310.0038329	0.131162854	0.154974131	21	0.482943657	0.124260355	25	0.574932924	19	19	 	 	12733	164.0867765	12200	-0.267968057	61	157	109	17	5.013415102	2815	3471	-656	4617	5395	-778	3085	4089	-1004	50	67	-17	89	93	-4
1042202	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042202?gameHash=a3e5ecc19fd412c9&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	3	Blue	Middle	Krastyel	Redemption eSports	Urgot	Irelia	Akali	Aatrox	Kai'Sa	Sivir	43.48333333	0	6	5	6	13	21	0	0	0	0	0	0	1	8.904783333	0.137983902	0.114986585	0.781908777	0	5.565033333	1	6	0	0	0	0	0	0	0	0	0		0	14.84855	0	0	4	10	0	27.3903	0	2	20279	466.362591	0.197318362	0.231602817	30	0.689919509	0.177514793	23	0.528938291	13	13	 	 	16261	245.2213108	15725	0.00159109	328	8	8	0	7.727098505	3315	3642	-327	5408	5377	31	4640	5069	-429	90	85	5	145	132	13
1042202	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042202?gameHash=a3e5ecc19fd412c9&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	4	Blue	ADC	DudsTheBoy	Redemption eSports	Ezreal	Irelia	Akali	Aatrox	Kai'Sa	Sivir	43.48333333	0	3	4	7	13	21	0	0	0	0	0	0	0	8.904783333	0.068991951	0.137983902	0.781908777	0	5.565033333	1	6	0	0	0	0	0	0	0	0	0		0	14.84855	0	0	4	10	0	27.3903	0	2	36234	833.2847834	0.352563416	0.267375902	21	0.482943657	0.124260355	6	0.137983902	10	10	 	 	17908	283.0978919	17025	-0.249132279	395	23	22	0	9.612878498	3397	3496	-99	5640	5851	-211	3119	3235	-116	86	91	-5	139	154	-15
1042202	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042202?gameHash=a3e5ecc19fd412c9&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	5	Blue	Support	Ceos	Redemption eSports	Braum	Irelia	Akali	Aatrox	Kai'Sa	Sivir	43.48333333	0	0	4	10	13	21	0	0	0	0	0	0	0	8.904783333	0	0.045994634	0.781908777	0	5.565033333	1	6	0	0	0	0	0	0	0	0	0		0	14.84855	0	0	4	10	0	27.3903	0	2	8519	195.9141433	0.082891421	0.138662299	73	1.67880414	0.431952663	17	0.390954389	25	25	 	 	11982	146.8157915	9225	-0.230640134	94	0	0	0	2.161747796	2341	2161	180	3637	3623	14	2876	2739	137	14	5	9	26	10	16
1042202	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042202?gameHash=a3e5ecc19fd412c9&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	6	Red	Top	Robo	Flamengo eSports	Sion	Cassiopeia	Lucian	Galio	Alistar	Morgana	43.48333333	1	2	4	10	21	13	0	0	0	0	0	0	0	8.904783333	0.045994634	0.045994634	0.781908777	0	5.565033333	6	1	0	0	0	0	0	0	0	0	1		1	14.84855	1	1	10	4	1	27.3903	2	0	12173	279.9463396	0.126350643	0.167806373	21	0.482943657	0.122093023	12	0.275967804	4	4	 	 	14973	215.6007666	13950	-0.082474227	258	7	4	3	6.094289	3087	3331	-244	5837	4987	850	4758	4850	-92	80	93	-13	131	127	4
1042202	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042202?gameHash=a3e5ecc19fd412c9&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	7	Red	Jungle	Shrimp	Flamengo eSports	Lee Sin	Cassiopeia	Lucian	Galio	Alistar	Morgana	43.48333333	1	6	2	11	21	13	0	0	0	0	0	1	0	8.904783333	0.137983902	0.045994634	0.781908777	1	5.565033333	6	1	5	1	0	3	1	1	1	0	1		1	14.84855	1	1	10	4	1	27.3903	2	0	11046	254.0283634	0.114652855	0.227572036	49	1.126868532	0.284883721	16	0.367957072	12	12	 	 	18312	292.388808	15975	0.267968057	59	224	108	35	6.508240705	3471	2815	656	5395	4617	778	4089	3085	1004	67	50	17	93	89	4
1042202	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042202?gameHash=a3e5ecc19fd412c9&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	8	Red	Middle	Goku	Flamengo eSports	Lissandra	Cassiopeia	Lucian	Galio	Alistar	Morgana	43.48333333	1	5	6	11	21	13	0	0	0	0	1	0	0	8.904783333	0.114986585	0.137983902	0.781908777	0	5.565033333	6	1	0	0	0	0	0	0	0	0	1		1	14.84855	1	1	10	4	1	27.3903	2	0	29427	676.7420468	0.305439939	0.212536649	15	0.344959755	0.087209302	12	0.275967804	10	11	 	 	17472	273.0710617	15700	-0.00159109	290	28	12	6	7.3131468	3642	3315	327	5377	5408	-31	5069	4640	429	85	90	-5	132	145	-13
1042202	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042202?gameHash=a3e5ecc19fd412c9&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	9	Red	ADC	brTT	Flamengo eSports	Xayah	Cassiopeia	Lucian	Galio	Alistar	Morgana	43.48333333	1	6	0	9	21	13	2	0	0	0	0	0	0	8.904783333	0.137983902	0.068991951	0.781908777	0	5.565033333	6	1	0	0	0	0	0	0	0	0	1		1	14.84855	1	1	10	4	1	27.3903	2	0	28708	660.2069759	0.29797702	0.278996639	19	0.436949023	0.110465116	13	0.298965121	8	8	 	 	21185	358.4600997	21870	0.249132279	416	39	35	0	10.46377923	3496	3397	99	5851	5640	211	3235	3119	116	91	86	5	154	139	15
1042202	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042202?gameHash=a3e5ecc19fd412c9&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	10	Red	Support	Luci	Flamengo eSports	Rakan	Cassiopeia	Lucian	Galio	Alistar	Morgana	43.48333333	1	2	1	14	21	13	0	0	0	0	0	0	0	8.904783333	0.045994634	0	0.781908777	0	5.565033333	6	1	0	0	0	0	0	0	0	0	1		1	14.84855	1	1	10	4	1	27.3903	2	0	14989	344.7067842	0.155579544	0.113088304	68	1.563817555	0.395348837	19	0.436949023	22	22	 	 	11916	145.2979686	11630	0.230640134	24	0	0	0	0.551935608	2161	2341	-180	3623	3637	-14	2739	2876	-137	5	14	-9	10	26	-16
1042202	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042202?gameHash=a3e5ecc19fd412c9&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	100	Blue	Team	Team	Redemption eSports	 	Irelia	Akali	Aatrox	Kai'Sa	Sivir	43.48333333	0	13	21	39	13	21	 	 	 	 	0	0	1	8.904783333	0.298965121	0.482943657	0.781908777	0	5.565033333	1	6	1	5	0	0	1	0	0	1	0	13.71515	0	14.84855	0	0	4	10	0	27.3903	0	2	102773	2363.503258	 	 	169	3.88654657	1	75	1.724798773	75	75	0.548387097	0.329268293	74030	1058.801073	69325	-0.132030987	1184	206	148	17	31.9662706	15199	15857	-658	24289	26083	-1794	18570	19890	-1320	333	328	5	526	520	6
1042202	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042202?gameHash=a3e5ecc19fd412c9&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	200	Red	Team	Team	Flamengo eSports	 	Cassiopeia	Lucian	Galio	Alistar	Morgana	43.48333333	1	21	13	55	21	13	 	 	 	 	1	1	0	8.904783333	0.482943657	0.298965121	0.781908777	1	5.565033333	6	1	5	1	0	3	1	1	1	0	1	13.71515	1	14.84855	1	1	10	4	1	27.3903	2	0	96343	2215.63051	 	 	172	3.955538521	1	72	1.655806823	56	57	0.548780488	0.310344828	83858	1284.818704	79125	0.132030987	1047	298	159	44	30.93139134	15857	15199	658	26083	24289	1794	19890	18570	1320	328	333	-5	520	526	-6
1042212	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042212?gameHash=16bff4374bafdbc9&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	1	Blue	Top	Duclou	CNB e-Sports Club	Aatrox	Irelia	Sejuani	Lissandra	Vel'koz	Nocturne	33.2	1	4	0	7	20	8	0	0	0	0	0	0	0	3.713766667	0.120481928	0.060240964	0.843373494	0	11.48461667	3	1	1	0	0	0	1	0	0	0	1		0	13.3578	1	1	10	2	1	27.87435	1	0	15802	475.9638554	0.213212079	0.229606892	19	0.572289157	0.146153846	7	0.210843373	8	10	 	 	14542	307.3108434	12750	0.275769746	252	20	12	0	8.192771084	3531	2810	721	6114	4314	1800	5048	4283	765	72	65	7	124	109	15
1042212	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042212?gameHash=16bff4374bafdbc9&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	2	Blue	Jungle	Yampi	CNB e-Sports Club	Gragas	Irelia	Sejuani	Lissandra	Vel'koz	Nocturne	33.2	1	7	2	5	20	8	1	0	0	0	0	0	0	3.713766667	0.210843373	0.030120482	0.843373494	0	11.48461667	3	1	2	1	1	1	0	0	0	0	1		0	13.3578	1	1	10	2	1	27.87435	1	0	14733	443.7650602	0.198788353	0.199788458	38	1.144578313	0.292307692	12	0.361445783	18	18	 	 	13217	267.4012048	12125	0.298578199	23	166	87	26	5.692771084	3754	3129	625	5568	4924	644	3687	3456	231	55	49	6	95	78	17
1042212	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042212?gameHash=16bff4374bafdbc9&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	3	Blue	Middle	Aslan	CNB e-Sports Club	Zoe	Irelia	Sejuani	Lissandra	Vel'koz	Nocturne	33.2	1	3	2	8	20	8	0	0	0	0	0	0	0	3.713766667	0.090361446	0.060240964	0.843373494	0	11.48461667	3	1	0	0	0	0	0	0	0	0	1		0	13.3578	1	1	10	2	1	27.87435	1	0	20701	623.5240964	0.27931295	0.177103944	13	0.391566265	0.1	12	0.361445783	9	9	 	 	12209	237.039759	10075	-0.06482593	211	28	24	4	7.198795181	3386	3254	132	5133	4976	157	4743	5004	-261	79	87	-8	133	138	-5
1042212	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042212?gameHash=16bff4374bafdbc9&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	4	Blue	ADC	pbO	CNB e-Sports Club	Ezreal	Irelia	Sejuani	Lissandra	Vel'koz	Nocturne	33.2	1	5	1	8	20	8	1	1	0	0	0	0	0	3.713766667	0.15060241	0.060240964	0.843373494	0	11.48461667	3	1	0	0	0	0	0	0	0	0	1		0	13.3578	1	1	10	2	1	27.87435	1	0	17902	539.2168675	0.241546806	0.228706713	20	0.602409639	0.153846154	5	0.15060241	7	8	 	 	14502	306.1060241	11750	-0.183574879	265	14	8	2	8.403614458	3534	3665	-131	5206	6351	-1145	3295	3679	-384	79	101	-22	125	160	-35
1042212	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042212?gameHash=16bff4374bafdbc9&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	5	Blue	Support	Hawk	CNB e-Sports Club	Braum	Irelia	Sejuani	Lissandra	Vel'koz	Nocturne	33.2	1	1	3	12	20	8	0	0	0	0	0	0	1	3.713766667	0.030120482	0.030120482	0.843373494	0	11.48461667	3	1	0	0	0	0	0	0	0	0	1		0	13.3578	1	1	10	2	1	27.87435	1	0	4976	149.8795181	0.067139812	0.164793994	40	1.204819277	0.307692308	13	0.391566265	14	14	 	 	11662	220.5638554	8300	0.27787307	81	0	0	0	2.439759036	2698	2312	386	3940	4101	-161	2562	2198	364	16	11	5	28	20	8
1042212	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042212?gameHash=16bff4374bafdbc9&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	6	Red	Top	Zantins	KaBuM e-Sports	Akali	Cassiopeia	Galio	Lucian	Tahm Kench	Viktor	33.2	0	2	5	1	8	20	0	0	0	0	0	0	0	3.713766667	0.060240964	0.120481928	0.843373494	0	11.48461667	1	3	0	1	0	0	0	0	0	0	0		1	13.3578	0	0	2	10	0	27.87435	0	1	7414	223.313253	0.143041809	0.171654464	19	0.572289157	0.166666667	4	0.120481928	8	9	 	 	9563	157.3409639	9660	-0.275769746	196	6	6	0	6.084337349	2810	3531	-721	4314	6114	-1800	4283	5048	-765	65	72	-7	109	124	-15
1042212	https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT01/1042212?gameHash=16bff4374bafdbc9&tab=overview	CBLoL	2019-1	2019-01-20	2	2	9.01	7	Red	Jungle	Ranger	KaBuM e-Sports	Taliyah	Cassiopeia	Galio	Lucian	Tahm Kench	Viktor	33.2	0	1	5	3	8	20	0	0	0	0	1	0	0	3.713766667	0.030120482	0.210843373	0.843373494	1	11.48461667	1	3	1	2	0	1	0	0	0	0	0		1	13.3578	0	0	2	10	0	27.87435	0	1	9449	284.6084337	0.182304027	0.182071268	13	0.391566265	0.114035088	6	0.180722892	8	8	 	 	9880	166.8891566	8975	-0.298578199	22	145	113	9	5.030120482	3129	3754	-625	4924	5568	-644	3456	3687	-231	49	55	-6	78	95	-17
